Cell Line Name,Disease Site,Sex,Age,Derived From Site,"European, South",Native American,African,"East Asian, North","European, North","East Asian, South",South Asian
UACC-62,Melanoma,Sex unspecified,Age unspecified,Skin,29.88,0.0,0.45,0.45,67.39,0.0,1.83
UACC-812,Invasive breast carcinoma of no special type,Female,43Y,Breast,21.07,50.48,6.53,6.42,13.71,0.0,1.78
UACC-893,Invasive breast carcinoma of no special type,Female,57Y,Breast,35.5,0.0,1.96,4.64,57.9,0.0,0.0
UD-SCC-2,Hypopharyngeal squamous cell carcinoma,Male,58Y,Unknown,35.31,0.0,3.2,4.0,57.49,0.0,0.0
UM-RC-2,Clear cell renal cell carcinoma,Sex unspecified,Age unspecified,Kidney,34.02,0.53,5.05,4.92,55.48,0.0,0.0
UM-RC-6,Renal cell carcinoma,Male,Age unspecified,Kidney,11.91,0.05,81.78,2.02,4.24,0.0,0.0
UM-UC-1,Bladder carcinoma,Male,26Y,Lymph node,9.04,0.0,85.83,2.25,2.87,0.0,0.0
UM-UC-3,Bladder carcinoma,Male,Age unspecified,Urinary bladder,36.94,0.0,3.66,3.71,55.69,0.0,0.0
UMC-11,Lung carcinoid tumor,Male,Age unspecified,Unknown,26.54,0.0,0.55,1.07,69.48,0.34,2.02
UO-31,Renal cell carcinoma,Female,Age unspecified,Kidney,28.82,0.0,1.96,3.55,65.67,0.0,0.0
UOK101,Clear cell renal cell carcinoma,Unknown,Unknown,Kidney,34.1,0.0,1.6,2.72,60.33,0.0,1.25
UPCI-SCC-090,Tongue squamous cell carcinoma,Male,46Y,"Oral cavity, tongue",29.79,0.0,0.0,3.18,67.02,0.0,0.0
UT-7,Adult acute megakaryoblastic leukemia,Male,64Y,Bone marrow,3.36,0.0,2.07,82.57,0.0,12.0,0.0
UWB1.289,BRCA1-associated hereditary breast and ovarian cancer syndrome,Female,56Y,Unknown,26.96,0.0,0.18,0.95,70.57,0.0,1.35
VA-ES-BJ,Epithelioid sarcoma,Male,41Y,Bone marrow,28.41,0.0,0.49,0.0,67.75,0.0,3.35
VAL,Diffuse large B-cell lymphoma,Female,50Y,Bone marrow,32.11,0.0,0.0,0.0,64.59,0.47,2.83
VCaP,Prostate carcinoma,Male,59Y,"Bone, vertebra",27.77,0.05,0.0,1.4,69.8,0.0,0.98
VL51,Splenic marginal zone lymphoma,Female,70Y,Peripheral blood,0.1,0.13,0.61,76.13,0.0,22.43,0.59
VM-CUB-1,Bladder carcinoma,Male,Age unspecified,Urinary bladder,35.26,0.0,1.21,3.22,60.31,0.0,0.0
VMRC-LCD,Lung adenocarcinoma,Male,Age unspecified,Lung,39.12,0.0,0.98,3.69,56.21,0.0,0.0
VMRC-LCP,Lung squamous cell carcinoma,Sex unspecified,Age unspecified,Lung,34.15,0.0,0.95,1.52,62.75,0.0,0.62
VMRC-MELG,Melanoma,Male,Age unspecified,Unknown,28.76,0.0,4.63,0.15,63.56,2.24,0.66
VMRC-RCW,Renal cell carcinoma,Male,Age unspecified,Unknown,24.69,0.43,2.21,1.64,69.86,0.0,1.16
VMRC-RCZ,Renal cell carcinoma,Sex unspecified,Age unspecified,Unknown,34.32,0.0,0.43,2.06,61.8,0.0,1.38
WIL2 NS,Hereditary spherocytosis,Male,5Y,Spleen,28.06,0.61,0.0,0.0,69.86,0.0,1.47
WM115,Melanoma,Female,55Y,"Right anterior leg, skin",31.51,0.17,0.0,0.0,67.47,0.0,0.85
WM1552C,Cutaneous melanoma,Male,72Y,Hypodermis,23.98,0.24,0.0,0.0,72.29,1.1,2.39
WM1799,Melanoma,Male,Age unspecified,Not specified,45.7,0.0,0.37,4.29,47.56,0.0,2.08
WM266-4,Melanoma,Female,55Y,"Right thigh, skin",32.46,0.0,0.04,0.0,66.56,0.62,0.32
WM278,Cutaneous melanoma,Female,62Y,Skin,30.87,0.0,0.85,0.99,64.04,2.12,1.13
WM35,Cutaneous melanoma,Female,24Y,Skin,26.42,0.0,0.0,0.26,72.7,0.38,0.25
WM793,Cutaneous melanoma,Male,37Y,Skin,61.38,0.27,2.43,4.02,24.77,1.29,5.85
WM88,Melanoma,Male,Age unspecified,Not specified,37.01,0.0,3.54,3.99,55.46,0.0,0.0
WM983B,Melanoma,Male,54Y,Inguinal lymph node,64.28,0.0,2.75,5.11,22.68,0.0,5.18
WRO,Thyroid gland follicular carcinoma,Female,Age unspecified,Not specified,61.74,0.0,2.33,1.32,24.0,3.34,7.27
WSU-DLCL2,Diffuse large B-cell lymphoma germinal center B-cell type,Male,41Y,Pleural effusion,31.27,0.0,0.21,2.12,66.4,0.0,0.0
WSU-NHL,Diffuse large B-cell lymphoma germinal center B-cell type,Female,48Y,Pleural effusion,24.73,0.04,0.0,0.0,71.53,0.46,3.25
YAPC,Pancreatic carcinoma,Male,43Y,Ascites,0.0,0.82,0.0,85.11,0.0,13.9,0.15
YD-10B,Tongue squamous cell carcinoma,Male,67Y,"Oral cavity, tongue",0.96,0.0,0.0,62.45,0.0,36.59,0.0
YD-15,Tongue squamous cell carcinoma,Male,39Y,"Oral cavity, tongue",1.62,1.03,0.84,65.12,0.0,31.39,0.0
YD-38,Gingival squamous cell carcinoma,Male,67Y,"Oral cavity, gingiva",0.26,0.56,0.0,61.56,0.0,37.62,0.0
YD-8,Tongue squamous cell carcinoma,Female,46Y,"Oral cavity, tongue",1.01,0.59,0.0,62.69,0.0,35.7,0.0
YH-13,Glioblastoma,Male,49Y,"Brain, left fronto-parietal lobe",0.0,0.0,0.04,83.27,0.0,16.69,0.0
YKG-1,Glioblastoma,Female,53Y,"Brain, right temporo-occipital lobe",0.34,0.77,0.57,82.14,0.28,15.9,0.0
YMB-1,Invasive breast carcinoma of no special type,Female,63Y,Ascites,37.62,0.0,1.26,3.7,57.42,0.0,0.0
YMB-1-E,Invasive breast carcinoma of no special type,Female,63Y,Ascites,32.06,0.0,0.06,0.0,66.59,0.0,1.29
YT,Natural killer cell lymphoblastic leukemia/lymphoma,Male,15Y,Pericardial effusion,0.0,0.69,0.12,74.01,0.0,25.17,0.0
ZR-75-1,Invasive breast carcinoma of no special type,Female,63Y,Ascites,32.67,0.0,0.0,1.23,65.96,0.0,0.14
ZR-75-30,Invasive breast carcinoma of no special type,Female,47Y,Ascites,14.38,0.74,71.64,3.41,9.83,0.0,0.0
